id,worry_wave1,chosen_emotion_wave1,anger_wave1,disgust_wave1,fear_wave1,anxiety_wave1,sadness_wave1,happiness_wave1,relaxation_wave1,desire_wave1,text_long_wave1,worry_wave2,chosen_emotion_wave2,anger_wave2,disgust_wave2,fear_wave2,anxiety_wave2,sadness_wave2,happiness_wave2,relaxation_wave2,desire_wave2,text_long_wave2
873,6,Relaxation,1,1,2,2,1,6,7,5,"On the one hand I feel fortunate that I have not been affected financially in a negative way, I do not need to leave the house unless I want to, have a garden where I can get fresh air, sunshine and exercise, have enough food for a few weeks, and am finding plenty of things to do to keep occupied.  I am also in frequent contact with a good number of people by phone/email/text.

As a range of things I usually do regularly(such as choir, art class, etc) and future plans (such as holiday and visit to family) were cancelled I have felt disappointment, but overall accept this.

I am feeling worried on behalf of other people whose health is more vulnerable than mine, a sense of uncertainty about how long this situation will persist and concern for people I know who are 'key workers'.",4,Happiness,1,1,1,1,1,9,9,4,"This evening I received a tip off from a friend that people over 56 can now book a vaccination online, so I did that immediately and now have appointments for the 1st and 2nd vaccination booked.  Hence I am feeling personally very happy, but nevertheless appreciate that we are still in a serious situation with 'normality' a long way off.  As I am retired (early) and live alone, I don't have the worry of mixing at work (as a former teacher I am glad not to be facing the stress that the return on Monday may pose for my old colleagues) and have been able to limit contact with others."
874,3,Relaxation,1,1,3,3,4,6,8,3,At the moment I feel fairly relaxed about the situation. I may not remain as relaxed as time goes on depending on how long it lasts for due to money issues but for the moment I am fine as I have some income coming in until the end of this month at least. I feel slightly nervous for anyone who has either caught it or at high risk of getting it (my mother in particular is a high risk). The reduced option of freedom of choice on going out / to anywhere is mildly inconvenient but nothing worth stressing over for now. I feel disappointment in those who have bulk bought items and feel that the government and businesses should have stepped in earlier to stop that occurring.,4,Relaxation,3,2,2,5,1,4,6,2,"I am disappointed that it has gone on for so long and that the government handled the situation so badly at the beginning of the pandemic by delaying a response such as appropriate lockdown early enough. I am slightly hopeful that with the vaccine roll-out that things may begin to return at least a more """"""""""""""""""""""""""""""""familiar"""""""""""""""""""""""""""""""" normal by the end of the year. I am anxious about how the situation has affected work opportunities and potential wage reductions in any available jobs. I feel that I am fortunate in that while I am out of work that my financial situation is not yet in a bad situation and I'm hopeful that I will be able to work again before I get into any possible difficulties. "
875,8,Sadness,6,3,7,9,9,1,1,1,"I am worried about my family members which are older. My dad is nearly 70 with no underlying health conditions but still goes to work.  I am frustrated as I want it to end and I want to get on with my life. I am anxious that they won't find a vaccine soon. I am sad I missed the last semester of university. I hope we will not be in isolation for too long now! However, watching the news does not give me hope that things will not get better soon. A positive from this is that communities are working together and I am feeling closer to my friends. I am irritated by the people near my house who keep having their friends round and seeing people going to the park on the TV. ",2,Sadness,2,7,3,4,1,6,6,4,"I really want to go out with my friends. Sad about missing out on my last year of university. It is hard to work from home. Masks are annoying. We have to wear them at the library so it puts me off going.  Want the gym, want my friends, want my life back. It is so so rubbish. Very hard to maintain your mental wellbeing when you have to stay inside. I have been sleeping a lot more than usual with a lower mood than usual.  I am very excited for corona to go away so I can go on holiday, see my friends and see my family properly. "
876,8,Anxiety,2,2,4,8,7,6,4,3,I'm very worried about the situation at the moment. I worry that my family or myself will catch this virus and more and more don;t know how people will react and who will get very sick and even die. I'm apart from my parents and in laws and worried that they're going out and at risk. I'm grateful that I'm able to work remotely and provide for my family also. I worry about what will happen when lockdown ends and we're expected to return to semi normal and what that will look like. I'm worried about how the state our economy will be in after all this.,7,Anxiety,2,2,2,8,5,3,1,1,I'm still really concerned about covid. So much has happened this last year and so much loss.  Covid is terrifying.  I'm not in the first 9 categories and not sure when I will get the first vaccine. Until then I feel exposed. I rarely go out but my son is due back at school next week and I cannot keep him off for his sake.  I think if I catch covid I will get really ill and worry I will leave my children with no mother.  New variants worry me greatly and there have been some found in nearby postcodes to mine.  It feels like we are so close yet so far and have been through so much.
877,1,Sadness,9,8,7,4,8,4,4,2,"I am not particularly scared because I am young and are more likely to recover from it and i know the procedure to stop the spread of the virus and know that I am not putting myself at risk. The most anxiety comes from spreading to other people who are not as healthy as I am, which is a horrible feeling. To see how many people have died from the virus has made me feel afraid for the families who have to watch loved ones die without being able to say goodbyes fully and have to see them die without being comforted in their transition.",6,Sadness,4,1,4,6,8,6,3,7,Now that the government have released a road map oout of lockdown this has made me feel slightly better about the situation as I know that hopefully things will be getting back to normal soon. I just hope it sticks to that and everything opens when it should do and there are no local lockdowns. But I understand these lockdowns are essential to keep covid down! I am excited to socialise again properly as I havent seen a group of my friends in a long time and it would be lovely to see them all again together instead of only having to meet a few at a time.
878,7,Anxiety,4,2,6,7,6,2,2,1,"My mum is a front-line worker and so I am perpetually anxious about her and my family contracting the virus. I'm extremely worried about my chances of survival if I contract it as I am chronically ill. I'm also deathly worried for my parents, who aren't really in the most at-risk age group but are still 'older' and my father has a history of strokes. It kind of feels like an inevitability that we will contract it and feeling like someone (or possible multiple of people in my family) could die feels like a mind-numbing reality. I feel like I'm sitting around waiting to die all the time. 

In general the situation feels bleak. I feel like I have the most sympathy and concern for still-developing countries and refugees who are either displaced or people from war-torn countries. What hope do they have. The knock-on effects from this on a global scale will be so painful. ",6,Anxiety,3,1,7,8,4,5,1,1,"I'm feeling slightly more relaxed as me and my family have come this far without any of us knowingly contracting Covid, even though my mum is a front-line worker. It is obviously reassuring that vaccines are being implemented, however I'm still anxious about what might happen with children going back to school and people advocating for them to not have to wear masks in school...also concerned about how many people will not get vaccinated for one reason or another. I'm worried that in the meantime between a significant amount of people being vaccinated, we will see people become overly lax and allow for another resurgence."
879,7,Anxiety,6,4,7,9,8,2,1,1,"I cry every day, and feel hopeless a lot of the time - the complete turmoil in routines and permanent uncertainty is really difficult as someone who's struggling to cope healthily with anxiety and an eating disorder, and my little time in nature each day is the sole source of solace at the moment. I deeply miss and worry about my family and feel terribly sad for everyone facing similar feelings and far worse. I am doing what I can to help, including volunteering, and trying to focus on work, though I feel frequently distracted, unable to focus, despairing, and though I can't concentrate a troubling amount of the time. I feel sorry for the country and world in the long-term as well as the current time. We need each other and connecting only online or by phone feels exhausting and draining too much of the time. I am grateful and feel lucky to have beautiful countryside around me and the ability to walk and run in it. It is one of the few calming presences in my days. I know there are many facing far more awful situations and feel guilty for struggling so much. ",5,Anxiety,1,1,3,6,6,4,3,2,"I'm tired and fed up of the unknowns. I feel some hope that things will get better but weary of close family members always focusing on the negatives and fear and predicting doom at every turn. Personally, I believe we are on the up and looking forward to getting out and about more and some semblance of new routines back this summer. I have some anxiety about that, especially as someone with mental health conditions who has just managed to get a long-standing eating disorder under control through a pretty robust routine of meal times and order to my day. I am a bit concerned about going back to a tiring commute too. I am worried for the economy for the long-term and believe we will be paying for the virus for decades, and that those who have continued to work throughout will not necessarily benefit. "
880,8,Sadness,1,1,6,6,8,3,3,3,"It now seems to be very real. At the start I thought it would come to nothing ! I am just in a state of shock. It is almost as though I am living in a film. I'm not scared for myself healthwise but the country as a whole. This will have a massive impact on our lives for the foreseeable future. I am deeply concerned about the economy and how it will recover. I cant see how they can lift any of the restrictions without a serious amount of people becoming infected. This will undoubtedly be one of the biggest incidents that has happened in this country in the last 100 years. My main concern is I may lose someone close to me. At the minute there is no one in my family with any worrying symptoms.
",4,Relaxation,2,2,2,2,2,7,7,6,"It seems to getting better and we are at the end of it. The numbers are going down and the children soon return to school. I am really pleased with the speed of the vaccine rollout so again it seems like the government have taken control. In the summer I hope to travel again, we have booked mexico. As long as we are not aske to restrict our movements when we are on holiday and we are not asked to self isolate in a hotel room at a very high cost then this will be a major positive. I hope to experience a summer with very few restrictions."
881,9,Fear,6,6,8,7,8,2,2,7,"I feel very fearful and scared about what is happening right now over the corona virus 
The not knowing when or if it will ever be resolved 
I am anxious about when I have to go shopping for provisions that if I am going to be able to get what I need and also catching the virus as I have a vulnerable person at home I care for and if I got it then we would all get it.
I feel anger about China and how I think that they have lied throughout this whole pandemic not only about the virus itself but bout their death toll, I do t see how spain and Italy can have so many deaths but China doesn’t ",8,Fear,3,3,9,9,7,4,3,7,"my current feelings on Corona virus is very up and down at the moment one minute I feel fine the next I feel panic or fear. Nothing seems normal at the moment it's all the same the days all mould into one and there's no differentiation between them. I just want this virus to disappear so we can alll live normally again but that seems far from reality right now. I think the government needs to get the vaccine out as soon as possible so we can all get out and go about our lives like we used to
 There's hardly any jobs that are working full time only the essential ones we all need to get out and try and save the economy as quickly as possible or there isnt going to be n economy to save. I wish this would all be over and done with so that we can all be normal nothing about this virus is normal it seems to go from one extreme to the next. "
882,6,Anxiety,3,2,3,5,4,3,4,3,"I am worried about family members with prior health conditions catching the virus.
I am also anxious about my finances as I am on furlough and I am the main income earner.
I am constantly trying to think of ways to get through the situation financially.
I feel a lot of pressure to do the right thing and make the right choices for my families health and financial future.
All this worry is having an adverse effect on mine and my families mood.
My wife already suffers from depression and I fear the current situation will be very detrimental to her mood and our relationship as a whole.
",5,Relaxation,2,2,1,2,2,2,7,5,"I think the current restrictions are an over reaction given that the most vulnerable people are supposed to have had a vaccination and the vaccines are supposed to be very effective.
I think we as a country need to get back to normal as soon as possible.
The longer this situation goes on the worse it will be for vulnerable people and the low paid, both financially and emotionally.
I myself have managed to keep my job, but I wonder how long that will be the case as we seem to be grasping for orders from month to month."
883,6,Desire,7,4,6,6,8,3,5,9,"I really miss everyone, I feel like I really didn’t appreciate simple things like taking train into town, or just seeing my friends. I feel like it was a good lesson for everyone, and of course it’s more than that, what with lots of deaths, but I really hope we come through this stronger. I am getting very bored around the house and I am worried about my education and catching up on my university course. I can’t wait until everything goes back to normal and I know I will appreciate it a lot more. ",6,Anxiety,3,1,8,8,5,5,1,6,"I’m worried about how my grades will be awarded as the government has not said much about universities. This will greatly affect my future so the uncertainty brings anxiety for myself and every other student. This is my main concern for the reasons previously stated. On the other hand, I am not worried about contracting the virus as my age group is not vulnerable. But I am worried about losing close family members. However, the vaccine programme in the UK is looking hopeful and I am very thankful for the NHS and all key workers. In terms of restrictions being lifted, I’m especially looking forward to going to concerts again, as well as shopping and going to parties. "
884,6,Happiness,1,1,3,4,2,8,3,1,I feel a bit overwhelmed as I am just watching the news come in about the death toll but for the most  part right now I feel relaxed and reassured about the situation. I do feel some frustration because I cant go and do what I'd normally do but I'm happy to be healthy and with my family who are also healthy. Also happy because I've had a productive day despite the circumstances. my feelings fluctuate a lot but in this current moment I feel happy and reassured but a little bit cooped up because the weather is so nice and I cant go and sit on the beach. But I'm happy to stay inside if it keeps me safe and others safe,3,Happiness,1,1,1,2,2,8,6,5,"I feel okay about it. It's progressing and getting better, especially with the vaccincations being rolled out. It's still scary and I don't enjoy not being able to see people properly but its what is needed. I feel a bit anxious about things opening up again but mostly okay I just hope everyone will be safe and sensible. But overall I am trying to stay optimistic about where we're heading. I feel safe as well as my university is doing weekly COVID testing and I have been given the vaccine as I am training to be a healthcare worker"
885,8,Sadness,1,1,7,8,9,4,4,1,"i feel apprehensive, anxious, nervous and worried about the current situation. Not for myself but for the older members of my family who may succumb to the virus. Also for my partner who at the moment is working with vulnerable people, she is taking all precautions but nothing is 100% in this world. My heart also goes out to those people working within the NhS AT THIS MOMENT IN TIME. The country is pulling together but there are still people who still do not understand how serious the situation is.",4,Relaxation,1,1,1,1,1,7,8,6,I feel optimistic about the current situation with the vaccine roll out. I also feel that if the population are willing to accept the current rules we will return to some form of normality. People should understand that this will never go away and COVID will be with us and the possibility of annual vaccinations maybe required. The future looks more brighter than this time last year. Governments around the world should also help other countries that do not have the infrastructure that other countries have to help them with there vaccine roll outs.
886,4,Fear,4,3,7,6,6,4,7,4,"I feel the current situation regarding the virus has made me appreciate the things that I have a lot a more. The same also goes for friends and family, as I rely on them for company during these hard times. I'm not personally worried about catching the virus, since I am not in any of the 'high-risk' groups, nor do I go outside and mix with people often; but I do fear for older friends that could potentially be at risk (if they were not self-isolating). Hopefully, with time, the virus' damage will reduce, and I will be able to return to work and see my friends that live a long way from me. ",3,Anxiety,4,3,6,7,6,3,6,6,"Overall, I am feeling much more happy than I was during the first national lockdown in the UK (which was around April 2020). I feel confident that the end of lockdown is near, and there is a good chance they life will return to normal at some point during this year. I am looking forward to seeing people in-person and going to restaurants to eat and drink again, as this is the one thing I have missed the most during lockdown since it started. I feel much more happy than I did about 6 months ago, when things were very uncertain. The vaccine rollout is helping us all as more and more people are vaccinated. "
887,5,Relaxation,3,2,3,3,3,8,7,6,"I feel a bit conflicted. I am staying inside, but then I have to work in the co-op (2 times a week). But then having to work my normal job. (being deployed to the co-op). So, I take it seriously but then in the co-op I have soo many walking around me not respecting the 2 m distance and it stresses me out. 
but then I think, if they don't take it seriously, maybe i am over worrying? (i know this is not true)
It is also hard, because both my housemates have been furlowed, and I have not and will not will. So it is stressful trying to keep a routine, and my health is deteriating.",4,Anxiety,6,3,5,8,4,6,2,2,"It has just gone on soo long, I am bored and anxious all of the time. 

I started a small business during the second lockdown because I didn't know what to do with myself and where to put my energy. Whilst in my full time job, the business kept me distracted in the evenings and weekends. As much as I love it, it just something there, and maybe does not bring me joy anymore. Because it's all i've had. 

My partner and I live in a house that even though it's very full it feels empty and like there is nothing to do. 

Overall, covid is boring us now. I HATE that I haven't seen my family in over a year and we are taking it seriously but others we know are not. They are living life all they want, and we have been careful doing our bit. "
888,8,Fear,3,4,8,7,5,5,4,4,"I feel generally scared about my family. I saw talked to an old friend today and she told me that someone I know has been diagnosed with the virus so it has made it feel very real suddenly, and made me worry more for my mum and her health. I feel annoyed at people who are not following the social distancing guidelines and annoyed at the government for not doing enough. I also feel tired as all this worrying makes me sleepy! It has been a lovely day though so it has encouraged me to have a good walk which lifted my spirits. ",6,Anxiety,5,6,5,7,5,4,4,3,"I am starting to feel a bit more hopeful that we may be over the worst. I had my vaccine yesterday and my mum has had hers so I’m starting to look forward to making plans to see her, as it’s looking ever closer to being possible. There is still a lot of worry and sadness but the vaccines are rolling out fast so hopefully it won’t be for much longer. For the UK atleast... there is still a lot of work to do over the rest of the world which I fear will take a long time. 
It is frustrating to see people breaking the rules. I don’t understand why everyone can’t work together to get it over with faster and get the transmission rate down. "
889,8,Anxiety,4,3,9,9,9,1,1,1,"Worried about my own wellbeing and the wellbeing of my family and friends,
Worried that I cannot go seek medical attention for other issues as I face an increased danger of contracting the virus if I go to these places.
Can't leave the house as I'm severely asthmatic and genuinely feel as though I may die.
Haven't left the house since March 22nd, and I'm worried about how long I will be inside with limited sources for food and supplies.
Worried how my job and the economy will be affected after this.",7,Anxiety,9,9,9,9,8,2,1,2,"I think I feel a lot more hopeful this year with the vaccine, and I hope this can be eradicated so we can go back to living a normal life. I do still fear people are not taking it seriously and are putting everyone at risk by not following guidelines. I’m very angry about this as we could have been out of this a lot sooner as we are an island and there is absolutely no reason it should have gotten as bad as it has. I am thankful that my friends a d family are safe, and pray to God we all remain safe and make it through this. This has been an incredibly difficult time and I have severely suffered mentally and I do think more needs to be done with regards to help the physical and mental health of everyone coming out of this. I am very upset I couldn’t hug my cousins as we buried their mother, I’m very upset I haven’t been able to see my friends in over a year, and mostly I’m distressed as it doesn’t seem to end because the government are incapable of making timely decisions."
890,7,Anxiety,3,2,7,8,7,3,2,2,"Scared of losing family members. Scared of catching the virus and infecting other family members  Feeling alone as our family unit is isolated from the rest of our family. Anxious as there doesn't seem to be a way that we can get out of the current situation safely. Anxious about vaccination and medication becoming available in a timely manner. Scared for family members going outside, scared of going out myself. In need of dental treatment as I've broken a tooth that I can't get looked at. Fearful of losing my job even though I am currently on furlough",7,Anxiety,6,8,6,8,4,2,2,3,"I feel hopeful that the vaccination programme is doing enough to bring the pandemic to a manageable level but am afraid it won't eliminate it completely. People are still not acting in an appropriate way to completely remove Corona virus from our country. Even without my own household the rules are not being followed, even though I am explains to household members how vulnerable to the virus. I am disgusted at how the UK government has acted, spending a stupid amount on test and trace and then failing to reward or encourage NHS staff to carry in fighting"
891,6,Anger,8,7,4,4,6,5,5,4,"I'm fairly relaxed personally, as I'm fairly sure that my family and I have already had covid-19.  I am, however,  angry and disgusted with the government handling of the situation.  I believe that political dogma,  incompetence and ineptitude has lead to many unnecessary deaths.  The government has repeatedly dissembled and blatantly lied about its handling of the situation. If we cannot trust the government under these circumstances,  we are approaching a state of fascism.  Furthermore,  individual members of the government repeatedly flout their own rules designed to limit the spread of covid-19.   Our Prime Minister boasted of visiting a hospital where there were covid-19 patients and shaking hands with 'everybody'. This was an act of criminal irresponsibility. ",6,Anger,7,6,2,2,2,6,7,5,"The situation seems to be improving but the government handling of the situation is not inspiring confidence.  Lifting the lockdown seems to be a matter of """"""""""""""""""""""""""""""""how soon can business start making money?"""""""""""""""""""""""""""""""" rather than """"""""""""""""""""""""""""""""when is the safest time to lift lockdown? """"""""""""""""""""""""""""""""   We have seen two relaxations of restrictions followed by increasing infections and deaths.   On both occasions, decisions were driven by commercial considerations rather than scientific or medical considerations.   The government always claim to follow the science whilst actually giving priority to economic factors. "
892,3,Desire,4,1,4,4,5,5,5,9,"Honestly, the biggest thing I keep feeling is the desire to get back to normality. This situation has ruined my plans for the next year and it feels rather deflating. The time inside not having to work has been nice, but its just getting really repetitive and I honestly can't wait for it to be over! 

The time with friends in the house has been great. With finishing uni we've not seen each other properly for months, so that has been the shining light of this whole experience. We're just trying to make the most of what has been our final year, so I guess it isn't all bad. 

I'm very thankful that my family and friends are all well, so it's just a matter of waiting this out and getting life back on again!",3,Desire,5,3,2,4,3,4,4,8,"I'm honestly really rather bored of this all now. I really want to get on the back end of the whole situation and get back to normal life. I've gone through the spectrum of being sad and annoyed about it and am now at the point of looking forward for doing normal things again. 

With the rising number of people being vaccinated I'm feeling hopeful that we won't be dealing with this for too much longer. I'm far less concerned about the safety of my family now which is also a lot better for my mental health. My nan got covid around November time and the stress of it all was horrible. But now knowing she's safe and vaccinated I feel a whole lot better. My mum should be vaccinated soon too so I'm feeling really hopeful."
893,6,Sadness,5,4,5,6,6,4,4,3,"I mainly think it's sad how people have lost loved ones and our lives have completely changed. However, I am making the best out of this quarantine and using it as time to be productive. I am worried about catching the virus as I live with a loved one who is in a high risk group, however I am taking social distancing seriously so hopefully we will be fine. I am holding on and riding this out, and really hope that everyone else takes this isolation seriously too so that we can get this over with ASAP.",4,Anxiety,4,3,4,7,6,3,2,2,"I am feeling tired, fed up, lonely burnt out and anxious about the whole thing, especially as it's now been a year since the start of the pandemic - this means my second birthday in lockdown will be in a few weeks, and last year I definitely wasn't expecting two lockdown birthdays! However I am optimistic that there is now a light at the end of the tunnel and grateful that I and my loved ones are alive and healthy. I'm also a bit worried about whether the world has changed forever and that things will never be the same again. "
894,4,Relaxation,2,1,1,1,1,7,8,3,"I’m concerned about how the rate of deaths is increasing day by day, and it seems that we have not yet reached the peak. This feeling isn’t helped by the fact that I still have to go into work in a large office with many other people, therefore increasing my exposure risk. I’m frustrated by people ignoring the guidelines set out by the government as it’s just going to end up penalising us all. That said, the government could do more to combat this by enforcing stricter rules. I’m also feeling lonely. I would say that I can be quite introverted and do enjoy time to myself at home, and I don’t much like physical contact from friends or family. But this is often the way because it’s what I decide and being told that I can’t just pop round my friend’s for a cup of tea, or hug my parents is quite isolating.",2,Happiness,1,1,1,1,1,9,8,7,"I’m feeling the most positive about the situation since this all started a year ago. We have vaccines now which are being well rolled out and there is a roadmap to reopening shops etc and getting life back to a more normal state. Cases are dropping as are deaths which is reassuring and joyful to hear. There is finally light at the end of a very long tunnel and I’m excited to get my jab and be able to meet up with friends, family and colleagues and do things in real life again as opposed to virtually."
895,8,Anxiety,1,1,8,8,7,1,1,1,The whole Coronavirus situation is very scary. I think the government are doing a decent job at keeping us informed and could possibly have done more at the beginning but that slowly we may be getting there. However I am loath to go outside for fear of catching or passing on the disease and am wary of when it will all end. I am mentally prepared to have to work from home for at least 12 weeks but wonder whether that is too optimistic. I fear any of my family getting the disease and hope that a cure is found sooner rather than later.,6,Disgust,6,7,5,5,6,1,1,1,Disgusted with the UK government’s performance. They have caused untold misery with their incompetence and dithering. They have lied to the public and have made so many mistakes with their response. At times they really ought to have known better. It is particularly annoying how they have wasted untold billions on a failed track and trace system. They have also given contracts to their mates for PPE and yet most of the time the companies receiving this money hard never produced PPE before. It’s a national scandal
896,7,Sadness,2,1,6,7,8,5,3,1,I feel anxious constantly but it’s in the background. Today has felt better because I’m not at work so it’s not been at the forefront of my mind. If I think about it I can’t quite get my head around it all. I feel scared that it’s going to get or that someone I know could get it. Initially I wasn’t too worried but now people are dying and it scares me to think someone I know could actually die from this. It’s just so surreal and unbelievable. I work in a hospital so I hear about the realities of the situation. This doesn’t help my anxiety but at the same time I want more information,4,Relaxation,2,1,1,3,3,5,5,1,"I’m feeling a lot more hopeful now. I’m a key worker and have been vaccinated as have several members of my family, which has helped to ease anxiety. I’m still nervous about whether we will come out of this lockdown soon but seeing other countries return to normal has given me hope. I feel calmer and less stressed. My general feeling now is one of boredom. It very much Groundhog Day! I miss having choices at weekends and hate that my son sees so few people. 
I do feel positive about my son returning to school, this will help enormously as I have struggled watching him be lonely and not being able to do what kids should be doing. 
So overall I’m feeling that we have light at the end of this tunnel and that has helped improve my mental health. January and February were extremely tough months."
897,3,Relaxation,1,1,1,1,1,1,4,1,"I think it is largely overblown. While it is a highly infectious virus and has bought forth fatalities, I fail to see why it is being treated so seriously. I think the reaction from the public and government officials is too much, for something that will likely disappear in 3-4 months by itself. Thus, I'm quite relaxed about it, but for the most part simply don't care. Of course, I could be proven wrong in the future, but based on the statistics currently available, I don't think it is that series for me. For the elderly however, or those with pre-existing conditions, it is of course much more likely to lead to fatality, and for them I recommend staying at home until this crisis is over.",4,Relaxation,4,4,5,3,4,4,6,4,"I'm significantly more relaxed about the situation due to the rollout of the vaccine and the reduction of daily deaths from Corona in the United Kingdom. I think we're almost out of the lockdown and quarantine period as a result of that, and i'm generally relaxed about the situation now. If everything goes well in the UK, we should be out of lockdown by June and people's lives can go back to how it was pre-pandemic. This'll help people's mental state as well as repair the economical hardships it has caused on people and the state."
898,5,Relaxation,1,1,1,3,2,2,5,4,"I am not feeling anything major with respect to the Coronavirus situation. I am following government advice and staying at home and I believe that's all I can do. I do not necessarily feel anxiety due to the virus.  

I heard yesterday that one of my family friends' wife sadly passed away due to Coronavirus yesterday, and that made this pandemic feel real. I was taking it seriously, to begin with, but having it happen to someone you more or less know is frightening but it has not effected my mental state that much. I feel like if it happens, then it happens.",2,Sadness,7,8,6,7,9,2,6,1,"I am not very worried about corona as I feel like I won’t suffer with it to an extreme if I caught it. Many people I know suffered but overcame it. I still take precautions and completely avoid public transport. I drive or walk everywhere and feel okay about it.
 still take precautions and completely avoid public transport. I drive or walk everywhere and feel okay about it.

I am fed up of the whole thing though, and can’t wait until it’s all over. I am fed up of the whole thing though, and can’t wait until it’s all over."
899,3,Relaxation,2,1,1,1,4,5,9,1,"I'm enraged by the government's mis-management of the testing that's needed.  We don't need an antibody test right now, we need to be testing for the antigen.  NHS staff first, patients second, key workers third, and nowhere on that list is politicians.  Nowhere.

I'm enraged by the promise of 100,000 tests a month for a test that doesn't exist in any meaningful way.

I'm enraged by the government's inability to tell the truth about the supply about ventilators, or to actually use the UK firms that could have started manufacturing them weeks ago but didn't because the government wasn't interested.

I'm frightened of my 73 year old partner getting the illness and dying.  He's in excellent health, but he's 73.  I'm a bit concerned that as a 63 year old getting it wouldn't be pleasant for me, but not as worried as I am about my partner's age.  

But mostly this evening while doing this survey I'm relaxed and very pleasantly tired. I've done a bit of cooking today, played tetris with the freezers, done a bit of gardening, fixed a couple of things, done a bit of voluntary remote working, walked the dog and had a thoroughly satisfying day.  I have no other concerns in the world, and as a result I'm very conscious that I'm in a privilged tiny, tiny, tiny minority and a very lucky woman.  I hate to admit it, but Lockdown seems very peaceful to me, with loud birdsong and no traffic.   ",8,Anger,8,7,3,3,9,5,5,1,"I believe the death toll from Covid-19 in the UK reached 120,000 today, or 140,000 depending on how these things are measured.  Our economy is f***ed, totally, by a government that has flung unimaginable amouts of money at every management consultant in the country, and a few in the USA, that between them haven't actually managed to come up with anything that has performed better than any other country, other than the roll out of the vaccine programme - and that was the NHS's responsibility, not management consultants.   I'm beyond enraged by the sheer scale of the incompetence and I will NEVER be reconciled to our failure.  How anyone can think Johnon's performance is acceptable is beyond understanding.  "
900,8,Anxiety,7,6,7,9,5,2,1,1,"I feel frustrated that there are still people not self isolating and not taking it seriously. I feel like there should be consequences for people who are still attending large gatherings and putting others at risk. I do not want to be in isolation for longer because others cannot follow instruction and stay at home. My grandparents are very old and so I cannot see them, I miss my friends and this is the longest I have been away from my boyfriend in three years. I'm scared that the people I love will get sick, my mum is a key worker so cannot stay at home so others that can should be doing there part.",4,Desire,2,2,4,6,6,7,5,9,"Still worried for the elderly but hopeful we can be safe when more people are vaccinated. I am looking forward to seeing family again and enjoying time with friends at a restaurant. I still feel like masks are needed and the thought of large crowds still makes me feel anxious, but I am more excited to go to the cinema and beach with my family. I miss day trips and garden parties and am excited for the summer. I do not feel like large gatherings such as clubs or festivals will be feasible any time soon. "
901,7,Anxiety,7,5,7,8,8,6,5,3,Boris has been taken to ICU so I feel apprehensive about that and I feel confused about how I’m supposed to feel and what I’m supposed to do during this time. I miss going to see my family and my birthday plans have been cancelled which I’m finding difficult. I am trying to use this time off to rest and recuperate but I’m finding it all so surreal and I feel like my mind is constantly racing - I don’t sleep later than 6.30/7am any more which I hate. My heart breaks for all those NHS workers who have been underfunded for so many years,3,Desire,8,7,3,4,6,4,2,9,"I’m just absolutely desperate for things to start reopening - I want to see my friends and family so much. Also would like to be vaccinated and angry with anti vaxxers, not so worried about the actual virus anymore, more just fed up with all the restrictions and rules and wanting to get back to some normality, I’m dreaming of nights out and pub crawls and garden parties and all the fun stuff I used to do. I’m also angry with the government for how they’ve handled it and are responsible for so many deaths "
902,7,Relaxation,1,1,3,3,2,5,6,5,"I dont feel worry enough to come close to panic. I do feel slightly worried for the wealth of people i know, mostly the  ones who are older. I also feel slightly worried with my financial situation, now and in the future. I dont have many strong feelings to what the corona virus has done to the current lifstyle so far, not as much as i have regarding the future after the virus.
That all that i feel about it at this moment.
                                                                                                                                     ",5,Relaxation,3,1,4,4,1,6,7,6,"I feel like the worst is behind us and hopefully i am right. That makes me feel hopeful about what is to come but and the same time anxious about what is to come.
Going back to normal at this point almost seems like changing again since the current state of things has become almost normal.  
Almost, the shock was greater on the start of the pandemic than at the end still i believe.
I feel a little hesitant in moving forward but i believe it has to do more with my current situation than the pandemic. "
903,7,Sadness,7,7,8,7,9,2,1,2,"It’s annoying that some people like myself are going into their fourth week of lockdown whereas others who haven’t taken it seriously are going onto the second week. It’s sad to see that there’s still many people not taking government advise. The uncertainty of when this will all end is awful as well when can normal life begin again. The uncertainty of unknowing when I will be able to pay for bills and direct debits without rationing my last of my wages. It’s hard to keep yourself occupied during this time as well when you’re in an unhappy household, avoiding family members and really being stuck to your bedroom. ",4,Anxiety,2,1,2,8,4,6,7,3,"Very stressful with university deadlines coming up and work not being the same, everything being online for education has proven to be a struggle. Difficulty with everyone being at home and slacking so difficult to get in touch with tutors for work or asking for help is brushed aside often. Also being out of work for so long has been tough, very low income compared to usual and the struggle of getting by, mainly frustration that a year later we are still in the same position. Anxiety has definetely changed over the year, never use to feel it and now its frequent when attending online lectures and semiaes or leaving the house"
